"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"000022026";"Objeto: AQUISIÇÃO DE GÊNEROS DE ALIMENTAÇÃO DO QUANTITATIVO DE SUBSISTÊNCIA PARA AS ORGANIZAÇÕES MILITARES DO COMANDO MILITAR DO OESTE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160136";"COMANDO DO 9º GRUPAMENTO LOGISTICO";"21/01/2026";"30/01/2026";"21/01/2026";"21/09/2026";"76093731000786";"COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA";"900702,4000";"900702,4000";"900222024";"";"";"";""
"000012026";"Objeto: AQUISIÇÃO DE GÊNEROS DE ALIMENTAÇÃO DO QUANTITATIVO DE SUBSISTÊNCIA PARA AS ORGANIZAÇÕES MILITARES DO COMANDO MILITAR DO OESTE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160136";"COMANDO DO 9º GRUPAMENTO LOGISTICO";"22/01/2026";"26/01/2026";"22/01/2026";"22/09/2026";"76093731000786";"COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA";"670680,0000";"670680,0000";"900052025";"";"";"";""
"000292025";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"01/01/2025";"27/01/2026";"01/01/2025";"31/12/2026";"18458126000170";"G & D EMPREENDIMENTOS LTDA";"61838,2100";"61838,2100";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUM DE CURSO DE IDIOMA";"";"Sem Informação";"Não se aplica";"68000";"Ministério de Portos e Aeroportos";"68201";"Agência Nacional de Transportes Aquaviários";"682010";"AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS";"23/01/2026";"26/01/2026";"23/01/2026";"23/01/2027";"00114090000141";"CONSELHO CULTURAL THOMAS JEFFERSON";"30647,0400";"30647,0400";"-3";"";"";"";""
"001392025";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS INDIVIDUAIS (COLETE TÁTICO)";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160069";"CENTRO DE OBTENCOES DO EXERCITO";"16/01/2026";"19/01/2026";"19/01/2026";"19/09/2028";"10661870000165";"WTC INDUSTRIA E COMERCIO DE CONFECCOES E EQUIPAMENTOS LTDA";"4174700,0000";"4174700,0000";"900062024";"";"";"";""
"000342025";"Objeto: CONTRATAÇÃO DE CIRCUITOS DE COMUNICAÇÃO DE DADOS (LINKS DE INTERNET BANDA LARGA) PARA A SEGUINTE UNIDADE DA RECEITA FEDERAL DO BRASIL: ALF/ITAGUAÍ-RJ, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"25000";"Ministério da Fazenda";"25801";"Receita Federal do Brasil";"170116";"SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"12/01/2026";"21/01/2026";"01/02/2026";"31/01/2031";"49450652000117";"A.S.L. REPRESENTACOES LTDA";"60990,0000";"60990,0000";"-3";"";"";"";""
"000222025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONCESSÃO ONEROSA DE USO ADMINISTRATIVO DE ESPAÇO PÚBLICO DESTINADO À EXPLORAÇÃO COMERCIAL DE LANCHONETE NO CÂMPUS DE PALMAS DA UNIVERSIDADE FEDERAL DO TOCANTINS - UFT (CANTINA 2), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26251";"Fundação Universidade Federal do Tocantins";"154419";"FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"23/01/2026";"26/01/2026";"26/01/2026";"26/01/2028";"54566459000186";"BENDITO SABOR LTDA";"86746,8000";"86746,8000";"-3";"";"";"";""
"000452025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO HOSPITALAR NA ESPECIALIDADE DE CARDIOLOGIA, PEDIATRIA, PNEUMOLOGIA, CARDIOLOGIA, INTERVENCIONISTA, ANGIORRADIOLOGIA E EXAMES DE IMAGEM";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160002";"COMANDO DE FRONTEIRA ACRE/4 BIS";"26/12/2025";"02/01/2026";"26/12/2025";"26/12/2030";"51466529000136";"TRL MEDICINA LTDA";"120100,0000";"120100,0000";"-3";"";"";"";""
"000312025";"Objeto: COBERTURA DO PAVILHÃO ADMINISTRATIVO 1 DO 3º BATALHÃO DE POLÍCIA DO EXÉRCITO, EM PORTO ALEGRE - RS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160396";"COMISSAO REGIONAL DE OBRAS/3";"28/11/2025";"06/01/2026";"05/01/2026";"07/01/2027";"21575266000132";"DRIVING CONSULTORIA E ASSESSORIA LTDA";"311486,2200";"311486,2200";"-3";"";"";"";""
"002862025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR, EM COMPLEMENTAÇÃO AO ATENDIMENTO DOS BENEFICIÁRIOS E DEPENDENTES LEGAIS DO SAMMED/FUSEX. CONFORME RATIFICAÇÃO DO EDITAL DE CREDENCIAMENTO 01-2024 DO DIA 06 DE JANEIRO DE 2025.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"10/12/2025";"12/01/2026";"10/12/2025";"09/12/2026";"48896136000158";"DAY HOSPITAL VIEIRALVES LTDA.";"500000,0000";"500000,0000";"-3";"";"";"";""
"001202025";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"01/01/2025";"28/01/2026";"01/01/2025";"31/12/2026";"06579388234";"ROSELY FREITAS MAGLUF";"4141,5600";"4149,5600";"-3";"";"";"";""
"000912025";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE, CONFORME ESPECIFICAÇÕES DOS GÊNEROS ALIMENTÍCIOS E CONDIÇÕES DE FORNECIMENTO CONTIDAS NO EDITAL E SEUS ANEXOS.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26410";"Instituto Federal de Educação, Ciência e T";"158441";"INST.FED DO NORTE DE MG/CAMPUS ARACUAI";"31/12/2025";"29/01/2026";"31/12/2025";"31/12/2026";"93732902668";"DILMA RAMALHO DE OLIVEIRA PINHEIRO";"23886,5000";"23886,5000";"-3";"";"";"";""
"000232025";"Objeto: O OBJETO DO PRESENTE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR -PNAE, VISANDO ATENDER AS DEMANDAS DO IFES CAMPUS SANTA TERESA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e T";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"22/12/2025";"09/01/2026";"22/12/2025";"22/12/2026";"64158365449";"JOSELMA MARIA PEREIRA";"24664,5000";"24664,5000";"-3";"";"";"";""
"000362025";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA ALIMENTAÇÃO ESCOLAR, PARA ALUNOS DA REDE DE EDUCAÇÃO BÁSICA PÚBLICA,VERBA FNDE/PNAE, SEMESTRE DE 2025/2026, DESCRITOS NO QUADRO PREVISTO NA CLÁUSULA QUARTA, TODOS DE ACORDO COM A CHAMADA PÚBLICA N° 002/2025, O QUAL FICA FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDENTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO; UNIDADE-CAMPUS AVANÇADO AREIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"158138";"IFPB - REITORIA";"08/01/2026";"13/01/2026";"08/01/2026";"08/01/2027";"05268278746";"SEVERINO DO RAMOS BATISTA DE VASCONCELOS";"3030,0800";"3030,0800";"-3";"";"";"";""
"000062025";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"01/01/2025";"26/01/2026";"01/01/2025";"31/12/2026";"70244819000180";"COOPERATIVA DOS MEDICOS GINEC E OBSTETRAS DE PE COPEGO";"144092,1600";"144092,1600";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM APARELHOS CONDICIONADORES DE AR, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26402";"Instituto Federal de Educação, Ciência e T";"158147";"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS";"08/01/2026";"08/01/2026";"02/02/2026";"02/02/2028";"17532856000100";"A. DE GUSMAO LYRA NETO LTDA";"95888,0000";"95888,0000";"-3";"";"";"";""
"000012026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE APOIO ADMINISTRATIVO, QUE ENGLOBAM OS CARGOS DE COPA, RECEPÇÃO, PORTARIA, AUXILIAR OPERACIONAL DE MANUTENÇÃO II E ELETRICISTA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"158967";"CAMPUS HORIZONTE/IFCE";"22/01/2026";"28/01/2026";"22/01/2026";"22/07/2028";"08714341000130";"PRIME - LOCACAO DE MAO DE OBRA E TERCEIRIZACAO DE SERVICOS LTDA";"119897,2900";"119897,2900";"-3";"";"";"";""
"000142025";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE MOTORISTA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"158951";"CAMPUS BATURITE/IFCE";"15/12/2025";"12/01/2026";"18/12/2026";"18/06/2028";"08714341000130";"PRIME - LOCACAO DE MAO DE OBRA E TERCEIRIZACAO DE SERVICOS LTDA";"100780,6700";"100780,6700";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE MOTORISTA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"158324";"CAMPUS CRATEUS/IFCE";"15/01/2026";"26/01/2026";"23/01/2026";"22/07/2028";"08714341000130";"PRIME - LOCACAO DE MAO DE OBRA E TERCEIRIZACAO DE SERVICOS LTDA";"236102,7500";"236102,7500";"-3";"";"";"";""
"000012026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE APOIO ADMINISTRATIVO, QUE ENGLOBAM OS CARGOS DE AUXILIAR OPERACIONAL DE MANUTENÇÃO II E ELETRICISTA. A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"158315";"CAMPUS QUIXADA/IFCE";"20/01/2026";"23/01/2026";"21/01/2026";"21/07/2028";"08714341000130";"PRIME - LOCACAO DE MAO DE OBRA E TERCEIRIZACAO DE SERVICOS LTDA";"206317,2100";"219697,3200";"-3";"";"";"";""
"002322025";"Objeto: AQUISIÇÃO DE MOBILIÁRIO PADRONIZADO PARA O IFSC PARA O CAMPUS CAÇADOR.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e T";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"01/12/2025";"09/01/2026";"01/12/2025";"01/12/2026";"25071568000124";"CENTRA MOVEIS S/A";"35750,0000";"35750,0000";"930012024";"";"";"";""
"002092025";"Objeto: AQUISIÇÃO DE MOBILIÁRIO PADRONIZADO PARA O IFSC PARA O CAMPUS SÃO LOURENÇO DO OESTE.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e T";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"30/10/2025";"02/01/2026";"30/10/2025";"30/10/2026";"25071568000124";"CENTRA MOVEIS S/A";"64000,0000";"64000,0000";"930012024";"";"";"";""
"000022026";"Objeto: AQUISICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR, NA MODALIDADE COMPRA INSTITUCIONAL";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160369";"3 GRUPO DE ARTILHARIA ANTIAEREA";"20/01/2026";"22/01/2026";"21/01/2026";"31/12/2026";"08616387000117";"COOPERATIVA MISTA DE AGRICULTORES FAMILIARES DE ITATI, TERRA DE AREIA E TRES FOR";"27916,0000";"27916,0000";"-3";"";"";"";""
"001942025";"Objeto: A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR, NA MODALIDADE COMPRA INSTITUCIONAL PARA O CAMPUS VIAMÃO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26419";"Instituto Federal de Educação, Ciência e T";"158746";"INST.FED.DO RS/CAMPUS VIAMAO";"06/01/2026";"26/01/2026";"06/01/2026";"06/01/2027";"08616387000117";"COOPERATIVA MISTA DE AGRICULTORES FAMILIARES DE ITATI, TERRA DE AREIA E TRES FOR";"19537,2000";"19537,2000";"-3";"";"";"";""
"000722025";"Objeto: AQUISIÇÃO DE INSUMOS DE USO ESPECÍFICO EM LABORATÓRIOS DE ANÁLISES CLÍNICAS (APOIO AO DIAGNÓSTICO CLÍNICO NAS ESPECIALIDADES DE CITOPATOLOGIA CLÍNICA, BACTERIOLOGIA CLÍNICA, MICOLOGIA CLÍNICA, PARASITOLOGIA CLÍNICA, URINÁLISE, HEMATOLOGIA CLÍNICA, IMUNOLOGIA CLÍNICA, HORMÔNIOS, BIOQUÍMICA CLÍNICA, E LABORATÓRIO CLÍNICO DE EMERGÊNCIA HOSPITALAR), IMUNOBIOLÓGICOS PARA A SUBDIVISÃO DE SOROS E VACINAS, INSUMOS PARA A SUBDIVISÃO DE ATENDIMENTO, E INSUMOS PARA A COLETA E PROCESSAMENTO DE SANGUE E HEMOCOMPONENTES";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"22/01/2026";"28/01/2026";"22/01/2026";"22/01/2027";"16813260000116";"RCB SOLUCOES.COM COMERCIO E SERVICOS LTDA ME";"6225,0000";"6225,0000";"-3";"";"";"";""
"000022026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DA PRESTAÇÃO DE SERVIÇOS DE EMPRESAS ESPECIALIZADAS EM SERVIÇOS DE LIMPEZA E CONSERVAÇÃO PREDIAL DO CENTRO NACIONAL DE FOLCLORE E CULTURA POPULAR - DESENTUPIMENTO DE CAIXAS DE GORDURA, ESGATO, PIA E RALO.";"";"Sem Informação";"Não se aplica";"42000";"Ministério da Cultura";"20411";"Instituto do Patrimônio Histórico e Artíst";"343030";"CENTRO NACIONAL DE FOLCLORE E CULTURA POPULAR";"05/01/2026";"06/01/2026";"05/01/2026";"05/01/2027";"03912365000180";"BONANZA SANEAMENTO LTDA";"5390,0000";"5390,0000";"-3";"";"";"";""
"000032026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE LINK DE DADOS DE ACESSO À INTERNET PARA ATENDER A CONEXÃO ENTRE O CENTRO REGIONAL DE MANAUS (CR-MN) E O RADAR METEOROLÓGICO DE SÃO LUÍS /MA, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"19/01/2026";"21/01/2026";"19/01/2026";"19/01/2031";"04202019000171";"BSB TIC SOLUCOES LTDA";"47899,8000";"47899,8000";"-3";"";"";"";""
"000392025";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE APOIO ADMINISTRATIVO PARA O CFP (CENTRO DE FORMAÇÃO DE PROFESSORES DA UNIVERSIDADE FEDERAL DE CAMPINA GRANDE), A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"158195";"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";"31/12/2025";"05/01/2026";"01/02/2026";"01/02/2027";"17879821000142";"DR SERVICOS TERCEIRIZADOS DE APOIO ADMINISTRATIVO LTDA";"5536368,3600";"5536368,3600";"-3";"";"";"";""
"000282025";"Objeto: CONTRATAÇÃO DO SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA O CAMPUS ALEGRETE DO INSTITUTO FEDERAL FARROUPILHA INEXIGIBILIDADE Nº 124/2025 DA UASG 158127.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26420";"Instituto Federal de Educação, Ciência e T";"158267";"IFFAR - CAMPUS DE ALEGRETE";"16/12/2025";"20/01/2026";"16/12/2025";"";"02016440000162";"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.";"3733257,0000";"3733257,0000";"-3";"";"";"";""
"000822025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE SOLUÇÃO VOLTADA À PESQUISA JURÍDICA, COM O OBJETIVO DE APOIAR A ATUAÇÃO DA EQUIPE DE ADVOGADOS NA ELABORAÇÃO DE PEÇAS PROCESSUAIS E PARECERES JURÍDICOS, POR MEIO DA CONSULTA A FONTES CONFIÁVEIS DE JURISPRUDÊNCIA, DOUTRINA, MODELOS DE PEÇAS, DIÁRIOS OFICIAIS E OBRAS DIGITAIS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155007";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"13/01/2026";"15/01/2026";"14/01/2026";"14/01/2027";"07112529000146";"GOSHME SOLUCOES PARA A INTERNET LTDA";"97911,0000";"97911,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE PLATAFORMA DE PESQUISAS JUDICIAIS DA JUSBRASIL";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120001";"GABINETE DO COMANDANTE DA AERONAUTICA";"27/01/2026";"29/01/2026";"27/01/2026";"27/01/2027";"07112529000146";"GOSHME SOLUCOES PARA A INTERNET LTDA";"30000,0000";"30000,0000";"-3";"";"";"";""
"003012025";"Objeto: AQUISIÇÃO DE MATERIAIS FARMACOLÓGICOS - GCALC";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"07/01/2026";"08/01/2026";"07/01/2026";"06/12/2027";"08958628000297";"ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA";"100962,0000";"100962,0000";"-3";"";"";"";""
"000692025";"Objeto: DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE OUTSOURCING PARA A OPERAÇÃO DE UMA OFICINA VIRTUAL, SOB DEMANDA, VISANDO AO FORNECIMENTO DE PEÇAS DE VIATURAS POR MEIO DE UM SISTEMA WEB DISPONIBILIZADO PELA CONTRATADA, ÀS UNIDADES DO COMAER INTERESSADAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"13/01/2026";"28/01/2026";"15/01/2026";"15/01/2029";"19110916000122";"COMSERV COMERCIO E SERVICOS LTDA";"12514825,0000";"12514825,0000";"-3";"";"";"";""
"000572025";"Objeto: AQUISIÇÃO DE VEÍCULOS DO TIPO VAN COM ACESSIBILIDADE COM VISTAS AO TRANSPORTE DE EQUIPE DE PROFISSIONAIS QUE EXECUTAM AS AÇÕES CONCERNENTES ÀS MISSÕES INSTITUCIONAIS DA SECRETARIA NACIONAL DE ASSISTÊNCIA SOCIAL - SNAS NOS MUNICÍPIOS, ESTADOS E NO DISTRITO FEDERAL, PROVENDO A REDE DE PROTEÇÃO SOCIAL DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL DOS MEIOS NECESSÁRIOS À AMPLIAÇÃO DA MOBILIDADE E APRIMORAMENTO DO ATENDIMENTO REALIZADO À POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL DECORRENTE DA POBREZA, DO PRECÁRIO";"";"Sem Informação";"Não se aplica";"55000";"Ministério do Desenvolvimento e Assistência";"55000";"Ministério do Desenvolvimento e Assistência";"550005";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"29987662000189";"SOCIETE COMERCIO DE VEICULOS LTDA";"3146044,9000";"3146044,9000";"900102024";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE PEÇAS (EXCETO PAPEL, TONER E GRAMPOS), SEM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, PARA 02 (DUAS) IMPRESSORAS GRÁFICAS DA MARCA XEROX, MODELO NUVERA N288, E MÓDULO DE ACABAMENTO BDF, ALÉM DE SUPORTE TÉCNICO DE INFORMÁTICA À ESTAÇÃO DE RASTERIZAÇÃO DE IMAGEM (RIP) E CONTROLADORA DE IMPRESSÃO DOS EQUIPAMENTOS E À INTERFACE DA IMPRESSORA, BEM COMO SUPORTE TÉCNICO OPERACIONAL AOS OPERADORES DA MÁQUINA, NAS CONDIÇÕES ESTABELECID";"";"Sem Informação";"Não se aplica";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"09/01/2026";"19/01/2026";"09/01/2026";"09/01/2031";"31379786000123";"CONTEXA INOVACAO EM TECNOLOGIA LTDA";"120000,0000";"120000,0000";"-3";"";"";"";""
"000032026";"Objeto: CONTRATAÇÃO DE OBRA DE AMPLIAÇÃO DO PRÉDIO DA SEDE DA SRA/RN E SPU; E TAMBÉM A READEQUAÇÃO DA ESCADA QUE INTERLIGA O PRÉDIO PRINCIPAL E OS ANEXOS.";"";"Sem Informação";"Não se aplica";"46000";"Ministério da Gestão e da Inovação em Ser";"46000";"Ministério da Gestão e da Inovação em Ser";"170045";"SUPERINT.REG.ADM.DO MGI-RIO GRANDE DO NORTE";"20/01/2026";"22/01/2026";"20/01/2026";"19/01/2027";"42975653000136";"WA2 ENGENHARIA E CONSTRUCOES LTDA";"302900,0000";"302900,0000";"-3";"";"";"";""
"000042025";"Objeto: É OBJETO DESTA CONTRATAÇÃO A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA ALIMENTAÇÃO ESCOLAR, DESTINADA AO ATENDIMENTO DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE), NO ÂMBITO DO IFPR CAMPUS IRATI, PARA ALUNOS DA REDE DE EDUCAÇÃO BÁSICA PÚBLICA, RECURSOS FNDE/PNAE E CONTRAPARTIDA DO CAMPUS, PARA O PERÍODO DE 12 MESES, DESCRITOS NO QUADRO PREVISTO NA CLÁUSULA QUARTA, TODOS DE ACORDO COM A CHAMADA PÚBLICA Nº 01/2025 - CAMPUS IRATI, O QUAL FICA FAZENDO PARTE INTEGRANTE DO PRESENTE CONTR";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26432";"Instituto Federal do Paraná";"154674";"INST. FED. DO PARANA/CAMPUS IRATI";"30/12/2025";"19/01/2026";"30/12/2025";"30/12/2026";"06146972000175";"ASSOCIACAO DOS GRUPOS DE AGRICULTURA ECOLOGICA SAO FRANCISCO DE ASSIS";"18712,7000";"18712,7000";"-3";"";"";"";""
